BTCUSDT,50000.3,0.01,61414782521100,0
BTCUSDT,50000.6,0.01,61414887761300,1
BTCUSDT,50000.5,0.01,61414997829000,0
BTCUSDT,50000.5,0.01,61415108558000,0
BTCUSDT,50000.1,0.01,61415216491900,1
BTCUSDT,49999.7,0.01,61415326543500,1
BTCUSDT,50000.1,0.01,61415434908900,0
BTCUSDT,50000.6,0.01,61415545308800,1
BTCUSDT,50000.7,0.01,61415656449700,0
BTCUSDT,50000.2,0.01,61415764217600,1
BTCUSDT,50000.1,0.01,61415872674800,0
BTCUSDT,50000.6,0.01,61415981342300,0
BTCUSDT,50000.2,0.01,61416089435500,1
BTCUSDT,50000.1,0.01,61416197721500,1
BTCUSDT,50000.1,0.01,61416308534000,1
BTCUSDT,50000.2,0.01,61416416703600,0
BTCUSDT,49999.8,0.01,61416524804500,1
BTCUSDT,49999.8,0.01,61416633729200,0
BTCUSDT,49999.3,0.01,61416743482900,0
BTCUSDT,49999.1,0.01,61416851418800,1
BTCUSDT,49999.2,0.01,61416959071800,1
BTCUSDT,49998.9,0.01,61417066734700,0
BTCUSDT,49998.5,0.01,61417175744300,1
BTCUSDT,49998.5,0.01,61417285691600,0
BTCUSDT,49998.5,0.01,61417395436800,0
BTCUSDT,49998.9,0.01,61417504104900,0
BTCUSDT,49998.8,0.01,61417612726800,1
BTCUSDT,49999,0.01,61417722194900,0
BTCUSDT,49999.1,0.01,61417832686000,1
BTCUSDT,49999.5,0.01,61417942317900,1
BTCUSDT,49999.8,0.01,61418049297000,1
BTCUSDT,49999.9,0.01,61418151361000,1
BTCUSDT,50000,0.01,61418253282000,0
BTCUSDT,49999.8,0.01,61418357431100,0
BTCUSDT,49999.3,0.01,61418460391800,0
BTCUSDT,49999.2,0.01,61418568312600,0
BTCUSDT,49998.7,0.01,61418672162300,0
BTCUSDT,49998.9,0.01,61418777789200,1
BTCUSDT,49999,0.01,61418879689100,1
BTCUSDT,49999.2,0.01,61418983229200,1
BTCUSDT,49999.5,0.01,61419088424000,0
BTCUSDT,49999.1,0.01,61419192616700,0
BTCUSDT,49999.3,0.01,61419298474600,1
BTCUSDT,49999.4,0.01,61419407876100,0
BTCUSDT,49999.4,0.01,61419510227800,0
BTCUSDT,49999.9,0.01,61419618289800,1
BTCUSDT,50000.1,0.01,61419723115400,0
BTCUSDT,49999.9,0.01,61419831342500,0
BTCUSDT,50000.1,0.01,61419934794900,0
BTCUSDT,50000,0.01,61420048093300,0
BTCUSDT,50000.4,0.01,61420158189400,0
BTCUSDT,50000.5,0.01,61420265810300,1
BTCUSDT,50000.1,0.01,61420373906600,1
BTCUSDT,50000.2,0.01,61420484102100,0
BTCUSDT,50000.6,0.01,61420593705600,1
BTCUSDT,50000.8,0.01,61420701217100,1
BTCUSDT,50000.9,0.01,61420809492100,0
BTCUSDT,50000.5,0.01,61420919943700,0
BTCUSDT,50000.2,0.01,61421028833000,0
BTCUSDT,50000.6,0.01,61421137863600,0
BTCUSDT,50000.3,0.01,61421247415800,0
BTCUSDT,50000.7,0.01,61421355806200,0
BTCUSDT,50000.8,0.01,61421464089100,0
BTCUSDT,50000.7,0.01,61421572669700,0
BTCUSDT,50000.3,0.01,61421681963000,1
BTCUSDT,50000.3,0.01,61421789569700,1
BTCUSDT,50000.1,0.01,61421900540800,0
BTCUSDT,49999.7,0.01,61422012801000,0
BTCUSDT,49999.8,0.01,61422114566000,0
BTCUSDT,49999.4,0.01,61422217566700,0
BTCUSDT,49999.1,0.01,61422318884400,1
BTCUSDT,49999.3,0.01,61422423626900,0
BTCUSDT,49999.8,0.01,61422534161500,0
BTCUSDT,50000.3,0.01,61422639645600,0
BTCUSDT,49999.8,0.01,61422740981500,0
BTCUSDT,50000,0.01,61422842416300,1
BTCUSDT,50000,0.01,61422943451500,0
BTCUSDT,50000.1,0.01,61423047655100,1
BTCUSDT,49999.6,0.01,61423154140600,0
BTCUSDT,49999.4,0.01,61423256991200,1
BTCUSDT,49999.3,0.01,61423360581600,1
BTCUSDT,49999.2,0.01,61423463619100,1
BTCUSDT,49999.5,0.01,61423567135800,0
BTCUSDT,49999.6,0.01,61423669425300,1
BTCUSDT,49999.9,0.01,61423772755700,0
BTCUSDT,49999.6,0.01,61423875625700,1
BTCUSDT,49999.9,0.01,61423977916300,0
BTCUSDT,49999.5,0.01,61424085627700,1
BTCUSDT,49999.4,0.01,61424195673900,1
BTCUSDT,49999.8,0.01,61424304783200,1
BTCUSDT,50000,0.01,61424414106000,0
BTCUSDT,50000.1,0.01,61424522407000,1
BTCUSDT,49999.8,0.01,61424631518800,0
BTCUSDT,50000.3,0.01,61424740244800,1
BTCUSDT,50000,0.01,61424849284600,1
BTCUSDT,50000.5,0.01,61424958609900,1
BTCUSDT,50000.9,0.01,61425066254500,0
BTCUSDT,50000.6,0.01,61425176783500,1
BTCUSDT,50001,0.01,61425286320700,1
BTCUSDT,50000.9,0.01,61425395843700,1
BTCUSDT,50001.3,0.01,61425503586000,1
BTCUSDT,50001.5,0.01,61425611612400,1
BTCUSDT,50001.6,0.01,61425719726600,0
BTCUSDT,50002.1,0.01,61425827879800,1
BTCUSDT,50001.8,0.01,61425936375300,0
BTCUSDT,50001.8,0.01,61426045593700,0
BTCUSDT,50002.3,0.01,61426153526900,0
BTCUSDT,50001.8,0.01,61426260567100,0
BTCUSDT,50001.5,0.01,61426369732100,0
BTCUSDT,50001.8,0.01,61426477756300,1
BTCUSDT,50001.6,0.01,61426586585900,1
BTCUSDT,50001.6,0.01,61426695490500,1
BTCUSDT,50001.3,0.01,61426803661600,1
BTCUSDT,50001.8,0.01,61426913758600,0
BTCUSDT,50002.2,0.01,61427024025700,0
BTCUSDT,50002.1,0.01,61427131948400,1
BTCUSDT,50002.2,0.01,61427240667600,1
BTCUSDT,50002,0.01,61427349710900,0
BTCUSDT,50002,0.01,61427457531000,1
BTCUSDT,50001.6,0.01,61427566343800,1
BTCUSDT,50001.6,0.01,61427675659900,0
BTCUSDT,50001.9,0.01,61427783920800,1
BTCUSDT,50002.4,0.01,61427893241700,0
BTCUSDT,50002.4,0.01,61428002459200,1
BTCUSDT,50002.9,0.01,61428107891000,0
BTCUSDT,50002.7,0.01,61428223823600,0
BTCUSDT,50002.5,0.01,61428339112400,0
BTCUSDT,50002.4,0.01,61428440848400,0
BTCUSDT,50002.7,0.01,61428546998500,1
BTCUSDT,50002.3,0.01,61428649221700,0
BTCUSDT,50002.5,0.01,61428756944800,0
BTCUSDT,50002.2,0.01,61428873952500,0
BTCUSDT,50002,0.01,61428989802400,1
BTCUSDT,50001.7,0.01,61429096642100,1
BTCUSDT,50001.7,0.01,61429205560700,0
BTCUSDT,50001.6,0.01,61429306115800,0
BTCUSDT,50001.7,0.01,61429423017800,0
BTCUSDT,50001.3,0.01,61429538356500,1
BTCUSDT,50000.9,0.01,61429649448000,0
BTCUSDT,50000.8,0.01,61429755799000,0
BTCUSDT,50001.2,0.01,61429858513100,0
BTCUSDT,50001.3,0.01,61429972394600,0
BTCUSDT,50001.5,0.01,61430079247700,0
BTCUSDT,50001.1,0.01,61430188369200,1
BTCUSDT,50001.5,0.01,61430288671800,1
BTCUSDT,50001.2,0.01,61430391515700,0
BTCUSDT,50001,0.01,61430500388200,1
BTCUSDT,50000.9,0.01,61430605297000,1
BTCUSDT,50000.6,0.01,61430721552600,1
BTCUSDT,50000.6,0.01,61430822144700,1
BTCUSDT,50000.3,0.01,61430924965400,0
BTCUSDT,50000.5,0.01,61431028504300,0
BTCUSDT,50000.1,0.01,61431129036000,1
BTCUSDT,50000.3,0.01,61431238268200,0
BTCUSDT,50000.2,0.01,61431354454300,0
BTCUSDT,50000.5,0.01,61431456666700,0
BTCUSDT,50000.2,0.01,61431569819100,0
BTCUSDT,50000.1,0.01,61431676327200,1
BTCUSDT,49999.6,0.01,61431778556300,1
BTCUSDT,49999.6,0.01,61431888296600,0
BTCUSDT,49999.2,0.01,61432000651900,0
BTCUSDT,49999.6,0.01,61432104328900,1
BTCUSDT,49999.6,0.01,61432219563900,1
BTCUSDT,49999.6,0.01,61432327419500,1
BTCUSDT,49999.1,0.01,61432437103500,1
BTCUSDT,49998.8,0.01,61432537987900,0
BTCUSDT,49998.6,0.01,61432652320500,0
BTCUSDT,49998.2,0.01,61432770125100,0
BTCUSDT,49998.7,0.01,61432887791800,0
BTCUSDT,49998.2,0.01,61432998666400,1
